x,y,size
126.505928,158.2161713,73.53282928
140.605957,157.0515442,75.90657043
154.009903,155.4256744,78.61064911
167.7330475,154.4384308,81.09403992
182.0429535,153.9037628,82.76152039
194.336853,153.8882141,82.91020203
203.9468536,153.5648499,82.73165131
210.0866699,153.4390564,83.54101563
210.128006,155.433609,84.75995636
204.5613098,157.4519806,84.81373596
194.8927307,156.5417786,83.9499588
185.1237793,154.8302612,82.88300323
174.3587036,155.7951355,82.38886261
161.1177063,159.6643219,80.9119873
143.4637909,164.2852173,79.28937531
123.918045,168.6318512,77.11545563
105.4855423,171.6515961,74.27910614
89.61250305,174.2826691,73.1373291
80.12431335,177.1354065,72.35218811
79.06946564,177.4766235,71.51129913
84.1505127,176.5922089,71.63024902
91.5777359,178.9307861,72.83573151
101.6778717,179.2795868,73.54979706
112.458252,176.5880432,73.98587036
122.8320847,173.0617828,74.51873779
133.8013763,170.2265167,73.80872345
147.1328583,165.1194,73.76520538
159.180191,160.175827,73.72853088
167.8774719,155.7656097,72.68795776
173.3311157,153.5093994,70.70748901
177.6993713,151.8440552,68.90115356
181.681427,151.2354584,68.17507172
184.942215,152.4871368,68.07120514
188.4420319,153.5749817,67.82855225
192.0706329,153.7009277,68.97898102
194.2350616,154.568161,69.12706757
194.6861877,155.4649353,68.83309174
195.4679718,156.1035919,68.25009918
195.6788177,156.0522308,67.6957016
196.5329285,155.5495453,69.23566437
199.5786896,155.9458923,70.53881836
203.3742371,155.772934,72.42675018
205.1807861,155.7172852,72.79707336
208.2841644,156.3203125,72.95896149
210.3422241,156.6656189,72.98974609
210.4149628,156.7130127,72.95214844
210.3876801,156.6968536,72.60092926
210.2372437,156.7404633,72.4369278
210.0267181,156.8484497,72.33389282
207.6973267,156.3434906,71.83035278
203.6210785,155.1106262,71.27378845
197.2057648,154.0908051,70.58060455
191.3572845,151.2643738,69.50928497
188.1458435,146.6031036,68.91625977
189.734726,143.1587372,68.64363861
197.0865784,143.2380219,69.17808533
208.1327972,145.3313904,70.28594208
219.3530884,148.0817871,70.98857117
228.051178,149.7569122,71.6871109
234.1553955,150.9774628,71.88371277
237.7861938,152.0707245,72.42842865
239.7511597,152.4230804,72.56699371
242.3415985,152.0511017,72.8835907
245.9408264,151.6521606,72.685112
250.4701691,151.2170868,72.74192047
253.969696,151.3797302,72.11412811
255.4827423,152.0112,71.24137115
255.2947235,152.641861,71.02851105
253.962616,151.6673431,70.46705627
252.1743164,150.5054626,69.29671478
249.8113098,149.6790161,66.76065826
247.0746613,149.5021057,62.96992493
244.4540405,148.7758484,58.28366089
240.3015289,146.9837952,53.26202011
233.5495453,143.7909698,47.07300568
226.0913544,139.7866211,42.07143402
219.704071,136.0909576,37.77199936
215.360199,133.5201569,33.85802841
213.1871948,131.5712433,31.45546532
212.0540009,130.1306763,29.59862328
211.408432,130.1917877,27.93686485
210.1182861,131.9919281,26.63779831
209.1742249,134.6159821,25.14686584
208.4250793,136.7700958,24.30597496
207.8192749,138.081192,23.69120789
206.8130341,139.6183014,22.30877113
205.222702,141.0699768,21.18116188
203.1613312,141.6479645,19.90687561
200.9462433,141.6191254,19.37182236
199.7135315,140.5383759,18.97699165
199.0773468,139.798645,18.58815384
198.8414459,139.3576813,18.42182159
198.6873932,139.4594727,18.94369698
198.8016357,140.1425018,18.47650146
199.1100616,140.9768677,18.53315163
198.9693604,142.4326019,18.64969254
198.1377869,144.4464569,18.93317223
198.3707733,145.4295959,18.95837402
199.5277252,145.5339508,18.51621056
200.3164215,145.4943542,18.58819199
201.1991272,145.0025024,18.45217705
201.8709717,144.6805878,18.3517971
202.1289368,144.3515778,18.4373703
202.1703491,144.3050385,18.56568146
200.7478333,145.1815338,18.58606529
197.9689636,147.0428314,18.43077278
194.5709076,149.2651978,18.79484367
190.326828,151.2523651,18.97668648
186.5771027,152.7239227,19.42491341
182.522995,153.029892,19.25756264
177.7375641,153.3956604,19.37392044
172.5234833,154.226944,19.53785324
166.611496,154.8151245,19.44816971
160.8286285,155.1774445,19.78430367
155.6525116,154.8453217,19.90521812
150.5442963,155.2689667,18.64678383
145.4384918,154.5529175,17.82775688
140.6393433,153.7322388,17.54639816
135.7564087,153.2770691,17.45030212
130.8999329,152.5896301,17.06598473
126.0190506,152.5582428,16.91537857
121.6289597,152.6282043,16.78996658
117.9541855,152.3167419,16.2149868
114.2451935,152.3509674,16.00715828
111.5379868,152.8139496,16.64484978
110.2947235,152.7052765,16.64930153
109.45327,152.5272522,16.95455551
109.2837753,152.4564362,16.2949791
108.9372101,152.7302399,16.59271049
108.9425812,152.9760742,16.22792625
109.6683502,152.8653259,16.26921654
111.2918777,152.949234,16.13789368
124.5236053,154.4597015,17.10716438
130.0119476,154.8306732,18.0398941
136.7720337,155.5613098,18.25433922
143.9141541,156.0822906,18.82082748
151.8052673,155.922226,18.97828484
158.5768127,155.7588348,19.31380844
165.067337,156.524765,19.61232567
171.5928955,157.3666687,19.53141403
178.1611328,157.8794098,20.32370567
184.4316559,158.0578003,20.02095413
190.4736023,157.7955475,20.452034
196.4654236,156.9329224,20.52772141
202.5043182,155.0971985,20.42910385
208.3406982,154.1971588,20.16356277
213.3586426,153.1692963,20.15672112
217.4472961,152.0684814,20.0668602
220.4330139,150.7102356,19.743536
222.3016205,150.6254883,19.5906086
222.8430023,150.7463379,19.00851822
222.1082001,150.7041931,18.48763657
220.7221069,150.8105621,17.99122429
219.5812683,150.5206604,17.35324478
219.0280151,149.4117584,17.53574181
219.0145874,148.1145172,17.09647942
219.5691986,146.6495514,17.0348835
220.3897858,145.6971741,16.87603569
221.2137299,145.1705322,16.60719299
221.7953796,144.7276764,16.84446526
221.9786072,144.7986755,16.92448235
222.0426941,144.9198456,16.90794754
221.1828918,145.3606262,17.0254612
219.927475,145.2468872,17.00664711
218.2277527,145.2096558,16.68050385
215.4318695,145.7705994,16.75496101
211.5703125,147.2020264,16.42653465
207.1730042,148.6032867,16.98533821
196.4562073,150.7060394,17.63427734
196.2890778,148.7261353,17.49619293
197.923233,147.3042908,17.61806488
201.2226868,146.2992401,17.56482697
206.8858795,144.6172638,17.64241028
213.6715546,143.5292816,17.37922478
220.1754761,143.1422729,17.79416466
225.9911804,142.8458862,17.80249977
230.0849457,143.3154907,17.30587769
232.7377319,143.6630096,17.03234673
234.6061249,144.1271973,16.60979462
236.4293213,143.681778,16.88024902
237.7817078,143.5907135,16.99286461
239.358139,143.2178345,16.56498146
241.2190857,142.4506989,16.50708771
243.0677643,141.7856598,16.43279266
107.6200714,139.2795715,7.585195065
244.7523804,142.1523743,16.54989433
244.8960724,142.2640533,16.68635559
244.4449768,142.2216949,16.44698524
243.3450775,141.9201813,16.52750587
241.880127,141.7832489,16.28031921
239.1532135,142.1246948,16.19370079
234.9334869,142.7155457,16.31858253
229.8054199,143.2441864,16.59305
224.384613,144.6425323,16.95371628
218.8340912,146.522522,17.04254723
213.3397522,147.2119904,17.32567406
208.4910736,147.3304749,17.30540848
203.0830078,147.9718933,18.1115799
198.2519684,148.3047943,18.66963196
194.7480316,148.9741821,19.48963356
191.890686,150.2251129,19.87641335
184.0256042,152.2351837,21.32251549
178.0939331,152.5548248,21.99474907
97.31122589,133.7126312,19.17613602
156.1287384,153.8221741,25.07626152
154.3820648,157.150528,26.13813591
156.6289673,158.5753937,28.39144516
161.6199951,160.746582,30.20820999
165.268158,165.7187653,32.60796738
163.85495,172.7438354,35.27949524
157.1194,179.9569397,36.98103333
147.3627625,185.1589508,38.21249008
120.3199081,190.1180725,39.9883461
121.9701385,191.4054565,42.19787598
133.8360291,190.2083282,43.49893951
141.638031,188.6827087,43.84179688
165.7168732,181.2308197,43.23311234
182.3957367,174.4148407,41.52947235
190.970993,170.2544861,40.69468307
234.3948669,147.8556671,37.24960709
240.8956146,145.6995392,36.08573151
248.6988525,144.5637512,34.98448944
249.5919647,149.6965027,34.29297256
246.5361023,151.4488678,33.66376877
235.9511108,156.4117889,33.07837677
222.409668,163.3695526,32.55601501
219.3900909,165.6289063,32.31320953
215.0292053,167.5705872,32.06991577
210.506485,166.3335419,31.83065796
205.6702271,163.8572388,32.16930771
198.0528107,161.3735504,32.133358
187.3803253,160.4234009,32.08015823
174.9175262,159.470932,31.46294785
161.1212158,160.2123413,30.991045
147.6386261,160.8837585,30.7766037
135.6156464,159.8884125,30.15739632
125.941597,158.0965271,29.80218315
119.6492233,155.3124542,29.64811897
115.1922607,152.6764679,29.67858315
110.3599014,152.7646484,29.98665428
103.0874939,155.0420837,30.08547974
94.6187439,156.6897888,30.33488274
86.81072235,158.1763611,29.97671127
83.659935,159.3451233,30.10253906
87.00602722,159.4890289,30.10116196
96.28027344,158.8549042,30.67379951
108.8804474,159.1597748,31.24440193
123.6432724,159.4728241,31.43528748
138.9755402,158.6551819,31.98063278
153.1797943,155.8291779,31.20001602
164.37677,149.9791718,31.0126152
173.2417755,140.6434937,30.59463882
181.6206055,129.050827,30.83050919
189.9914246,121.8477859,30.97130775
197.4398499,122.1542282,30.90851593
202.6734772,131.946228,30.57730103
204.5743713,148.1946716,30.94427681
206.6265869,159.7673187,31.317873
209.2666626,163.726059,30.7556324
212.5871124,158.6096802,31.19427299
217.8909607,148.5516205,30.7717762
224.7932892,137.8427277,30.92819786
233.0366974,131.1493988,31.44212723
241.1104889,131.2732849,32.19818878
246.8231506,140.9355927,32.70351791
249.3454742,155.1592255,32.93157196
249.8214569,164.2097473,32.4932518
249.0271149,165.2870178,31.96424866
247.0683746,158.5393066,31.8672905
244.0221863,148.8011169,31.52432632
238.7904816,140.8070831,31.09441566
229.8778839,135.4280548,30.85708237
218.4193878,133.4393005,30.51868057
206.2887268,134.1781921,29.19609261
192.3024597,140.3444214,30.42287445
182.3381805,151.0579834,30.03921127
174.8867493,164.6720886,29.77592087
169.5703735,175.4303589,29.58926964
164.913269,177.8308258,28.9837513
160.6832581,171.7563477,28.66896629
157.7449036,160.3885345,28.38305473
155.2844696,150.6286316,28.6556778
152.9723053,145.5325623,29.06676865
150.339386,145.5627899,29.40566826
147.1234436,151.1492004,28.80709076
143.5914001,161.6059875,28.85068893
140.0249329,171.782547,28.50868797
136.3508759,177.5942993,27.97589684
133.1992035,176.3443756,27.39580345
130.5104675,168.3766327,27.41141319
127.5537186,157.8809967,27.79999733
124.4037628,150.2477875,27.36372375
119.7128983,147.961792,28.07255173
114.6748276,150.6221771,27.90590477
110.3874283,158.0019836,27.13353729
106.173851,168.5755768,27.04785156
103.3916321,176.7351227,26.55515671
101.4522324,177.4140167,26.52292252
99.60160065,170.8166962,26.56145287
96.84548187,161.2146454,26.06095123
92.89556885,152.058197,25.83811951
88.51721954,146.3697815,25.28162003
84.2875061,145.7922668,24.87632751
80.62978363,150.2118988,24.75699043
77.89160156,159.5874023,24.98468971
76.05487061,168.7399445,25.23058319
75.24840546,172.7848511,24.77035522
75.4912262,170.0464325,25.05909729
75.98323059,161.5440216,24.81938744
78.00260162,150.381958,23.92621994
206.4619904,128.921051,8.517780304
145.0722198,166.392807,29.44697762
152.2119293,166.9940338,28.71581459
159.80896,157.7165375,27.65507698
199.0507813,147.1134491,19.8640213
201.3215027,151.4456635,21.3013649
202.2577972,158.3938293,23.549757
206.3458099,159.4542542,25.91543961
210.1783142,153.2473145,26.76096153
213.3989868,147.7976685,26.84541512
216.3759766,143.2189941,26.63976288
218.0847931,139.7446747,26.3560791
218.5253143,138.4454651,25.28169823
218.1045074,140.0154266,26.05271721
216.4465942,148.6222839,26.30437279
215.300415,159.8976898,26.6473484
216.9391174,166.67099,25.87709427
221.4816742,160.8349762,26.79378319
225.9008026,150.2853699,26.62513351
230.3856506,139.8181,26.44279861
234.7328949,132.603302,25.96341324
238.0987244,131.0544739,26.17688751
240.9601746,137.2590027,26.98822403
243.5471802,147.9293823,27.506567
247.7571869,156.930069,26.52194786
253.4241333,157.2524872,26.59068298
260.1776733,149.9069824,26.29544067
266.0345459,139.2613525,26.16076279
270.3274231,130.2008514,25.73913956
273.303009,126.6053085,25.34494972
275.1495667,129.7504883,25.82155418
274.487793,140.4028473,26.6600132
272.0848389,152.8990173,26.12221909
268.2914734,160.8934326,26.01228523
264.0262451,161.794754,25.90674019
260.0306702,156.2636566,25.98867607
255.2393188,147.4128876,25.74530602
248.7844849,139.1871033,26.21525002
241.2891083,134.7499237,25.62984276
233.3042297,136.6921234,25.45246887
224.8501434,146.4354401,25.9067421
216.9783478,160.0470734,26.0337925
210.4267273,170.2130127,24.97157097
207.0487518,167.673584,25.00259972
205.3546143,154.8692017,24.78859901
203.0381317,141.0911407,24.15283012
198.6759186,133.9049225,24.08356857
193.329483,135.4494629,24.68354225
186.7660522,148.399353,24.38518143
182.4777679,164.043335,23.79107285
172.7636719,148.5881653,23.30884361
167.0175018,141.4017029,23.09726143
159.4375763,142.3156738,22.82015038
149.7732544,153.2594452,22.29920578
119.544136,147.1524353,20.93183517
129.8028107,155.9711151,16.35911751
107.7274475,155.407547,18.12529945
104.0034409,156.1056976,20.69047546
101.6581573,157.6931458,21.28821945
100.267334,158.3694153,21.13534355
98.32596588,158.5538635,21.55104256
96.29602814,158.2771301,20.86614418
94.70211792,156.0694275,20.76754761
94.07485199,153.7984009,20.57747078
92.90073395,150.3751373,20.1640358
88.37169647,157.4499207,21.16599083
85.58394623,163.5962524,21.09455109
80.75302887,172.1859131,19.91679764
78.70993042,156.1308899,19.789217
82.92808533,152.9842529,20.05458832
83.85557556,151.6291809,20.55783272
84.00583649,149.498291,20.81817055
84.45687103,146.7353973,21.76166534
84.44325256,144.9338684,22.04368019
83.71832275,144.3792419,22.06814575
82.87393188,143.8864899,21.86159515
82.05216217,144.8180695,22.55668831
80.94765472,147.3793945,22.72482109
79.97177124,149.1486053,22.53466034
79.37753296,149.0766449,22.99453926
79.81517029,142.4745789,23.08587456
206.5130463,128.8637695,8.335857391
206.5987701,128.8919678,8.322149277
78.83585358,141.3647614,23.64543152
76.68162537,150.90065,23.51416588
74.41557312,157.0774689,23.20363998
72.80182648,154.8168793,23.16665459
72.23352051,145.512619,23.8676033
71.8237381,137.0509186,23.64769363
206.7925873,128.3592529,7.645300388
71.12935638,138.4210663,24.1799736
72.00719452,149.1704559,23.85616112
74.70236969,160.7850647,24.16841316
77.92468262,166.8648682,24.35107803
81.49697876,165.9530487,24.42460442
84.06799316,160.6886292,24.70419693
85.96669769,153.8580627,25.13897324
88.04184723,150.8822632,24.34340668
91.74716187,151.4211731,25.28476334
97.20899963,157.4976654,25.11315918
103.0594254,165.554184,25.9838028
107.7922821,172.0088348,25.61012459
112.6170654,171.3713684,25.42587662
117.7947464,164.2183838,25.67663956
123.7595673,156.6676483,25.42399025
129.610611,153.2638397,25.29517174
134.2645569,158.0535278,26.01615715
138.5497742,168.6756592,25.96520042
144.6508026,175.5223541,25.68342209
151.9139099,174.1148834,25.703825
158.0805817,170.3210602,25.87449646
161.9106445,169.3574524,26.22922897
162.155014,172.5041656,27.0445118
160.9031525,176.9369049,27.99287987
159.2932587,179.7988586,28.52478409
157.6170807,180.3929443,29.22416115
154.5030212,179.3545227,30.08854103
150.4265289,179.6338348,31.04757309
146.1430359,181.5096436,32.1086731
141.927002,185.243866,33.73314285
137.772934,188.2780151,34.59880066
133.2063446,190.0045013,36.20342255
128.1781006,190.6019745,38.63277817
123.6310577,191.7895966,40.18520355
119.608223,191.467804,41.55226517
116.2955093,190.1078644,42.74402618
113.574585,187.7495117,43.59532166
111.5103455,183.7166748,44.88122177
109.5716782,177.687973,45.21955872
108.1390991,169.8950348,45.39469147
106.2985001,162.79039,45.79256439
104.0210037,158.83461,47.10479355
100.8341293,159.6615295,48.90001297
96.99212646,164.4591217,51.66275406
91.85424042,171.1132965,54.3532486
85.20002747,179.0465851,58.80361176
77.98174286,188.1967773,61.71183014
62.9525795,190.0023041,65.65910339
66.45393372,186.3172455,70.08461761
74.56214142,181.8430939,70.77600098
83.08206177,179.428833,69.7747345
91.4420929,178.1807404,68.91335297
100.2448807,177.242691,67.91902161
110.0249176,176.7316742,67.42519379
120.9166183,176.960434,67.10439301
132.9425354,176.6027527,67.53462219
146.6414032,175.5271759,67.61230469
161.5529327,174.6444855,67.83999634
176.8322296,173.9221191,68.27516174
190.7388916,173.2239227,68.53979492
202.829895,171.9426727,68.3755188
213.65065,169.674469,68.27788544
223.9458313,168.9581451,68.23313904
233.0266113,170.2480011,68.37065887
240.5357208,172.6226501,68.53564453
246.1648254,173.9682007,68.33798218
247.7936249,174.8722534,68.16806793
241.5251312,177.1671143,67.30934143
231.5698853,178.4520111,65.19817352
224.8404236,175.9682922,64.7481842
219.9425354,172.9487762,65.44741058
212.4815826,170.0771332,65.77787781
199.5814972,168.0438538,65.58862305
181.861969,165.1403656,64.77506256
162.9615631,162.4173279,63.43696213
144.1572418,161.9683685,63.11786652
126.5392151,163.7553711,63.09757614
110.8895493,167.8108063,63.02169418
96.08726501,174.7534027,63.50150299
80.93210602,183.5840607,63.09177399
66.81671143,189.0669861,61.29672623
57.40951157,190.16745,58.34453201
52.24753952,189.2763367,53.54628372
57.75095367,184.7267609,60.82360458
68.36774445,184.8266754,63.2508812
83.31134033,185.2314758,63.4850502
100.9812546,184.4264221,63.39388275
122.0058975,180.6392365,63.28963089
145.632782,175.2150574,63.62527466
168.2649689,167.6936951,63.90350723
186.1270447,161.3387756,63.10414505
197.2739868,158.3608398,61.98149109
203.3532562,157.6723633,60.83837509
205.5801392,157.7141571,59.30324173
205.1543274,158.6068726,58.08912659
202.5035706,158.3258362,55.02647018
199.7355194,156.2812958,52.42544937
197.0874329,153.3464355,49.59598541
195.7640228,149.4742737,47.35124969
195.7010193,145.1971893,45.1228714
196.7056427,141.6743469,43.41001892
197.4585114,139.6837616,41.41238022
199.1313019,137.6784058,40.38802338
204.0704041,134.9971466,39.98840714
212.3564301,132.4261169,40.1362648
223.4694061,130.6577606,40.62265778
235.509964,129.713089,41.53467941
246.5715332,130.8009644,41.67683792
207.0285645,127.9047623,6.505763054
260.9131165,136.3873901,41.83880615
264.8564453,139.4706421,41.55173874
206.6460419,127.9415817,7.914882183
263.5205994,143.5758209,41.24977493
258.0367737,143.6646423,41.32934189
206.6460419,127.9415817,7.914882183
240.0534058,141.7596283,40.61301804
226.874176,141.1878815,40.60225677
211.635849,140.3135834,39.20876694
195.6112061,138.6979675,38.65671158
180.1121826,136.8640137,37.81853485
163.7507782,135.3879089,37.15502548
145.5231323,133.978302,37.00785446
126.1196823,132.8033752,36.70218277
107.8342972,132.6697235,36.85145569
206.9411774,127.8274536,7.503697872
206.8541718,127.8499985,7.222829819
206.7925873,127.7074051,7.661864758
206.9401703,127.8205109,7.053042889
207.0555573,128,6.77448988
207.0285645,128.0952454,6.505763054
206.8870087,128.1129913,6.188233376
206.9558868,127.9607849,6.405707359
206.8870087,128.1129913,6.188233376
207.1025696,128.1025696,6.459503174
207.1293488,128,6.411065102
94.66249084,134.500412,39.14147949
207.0285645,127.9047623,6.505763054
114.4301834,125.438179,42.18474197
125.9435577,119.0023727,42.44721222
139.4025574,112.5922699,41.44524384
217.7129822,120.5135651,41.74345779
219.0110779,133.9156036,40.63102341
218.7951813,140.0599823,40.30379868
217.9419556,154.508728,39.26200104
218.4372253,161.0564575,38.42424011
219.7386322,163.1306915,38.10241318
224.4314117,163.9936066,37.60389328
236.8479309,159.875885,37.20143127
241.4810486,158.1540833,37.12329865
251.6460266,154.3795166,36.82027435
266.59552,149.8610535,36.3972435
270.3961182,149.2617645,35.83576965
274.7688599,150.1089325,32.85451126
275.5843811,157.7093811,31.74007607
272.1072693,164.6032715,34.84693146
265.1537476,169.0095062,35.13981628
257.2446594,170.6743622,34.66353607
247.5835114,172.4469757,34.46683502
236.6231537,176.244339,34.5049324
224.6910095,182.4508667,34.29670715
212.4250793,189.5558624,33.58248138
200.3302612,195.2335968,33.38440704
187.135788,198.6051178,32.85181808
172.1375427,200.1855469,32.17020035
156.1929474,200.8806915,31.60878563
140.4319916,200.558075,31.29977798
127.2625809,199.0326233,30.79032135
116.9769745,195.8241425,29.6483345
110.2829666,191.9269104,29.33977318
105.5041504,188.9841461,29.59790039
101.1808395,186.7459106,29.98867607
95.80115509,185.2361145,30.48277473
88.93884277,183.7398682,30.37512779
80.77323151,182.2145233,30.4605217
71.7124939,180.1466064,30.53538704
63.7359848,176.588974,30.31689644
59.54126358,173.0740967,29.16175842
60.71679688,170.3105011,28.51185226
64.73961639,169.6443481,28.5725708
71.17653656,170.1087952,28.07752037
77.83266449,170.6680145,28.05571175
84.41817474,169.8672638,27.7220993
90.98968506,168.6725159,27.62876701
97.29545593,167.89534,27.53445244
102.9208145,168.2157135,26.94987297
108.4626007,169.5415955,26.90741348
114.0425949,171.1429901,26.75289345
119.0875778,173.0399933,26.21961594
124.8234024,175.032074,26.62418938
130.5266724,176.3761902,26.53816986
137.2818909,176.9555511,26.69597816
143.6923523,177.3593292,26.27175331
149.4159241,176.0579376,26.74863052
154.8930206,172.3153076,26.63817215
161.1359253,166.8921051,26.47395515
167.5311432,160.2221222,26.93821526
173.4647827,153.9566803,26.82388115
177.4936523,152.2723389,26.77552032
179.0834808,153.3756409,27.22194862
179.5397797,155.891037,27.57168388
178.3311768,158.1789703,28.036726
177.0898132,158.778244,27.86444473
175.8047638,158.4459381,27.62783813
174.1288757,157.6239929,27.66718674
172.5661926,157.2691956,27.788908
171.2809448,158.3476257,28.41191483
170.5759125,161.4656067,29.6401825
169.2781219,166.1737976,30.14795303
165.9889984,167.7998657,31.43942451
159.6933441,168.4416504,32.93647766
151.8764496,169.5272827,34.74852753
144.051651,169.6927338,37.17256546
137.2438202,165.2922516,40.91002274
129.1122589,159.3716125,44.61489487
118.6264191,153.4703827,46.81942749
108.8412857,150.6454926,49.00306702
100.7064133,153.8529358,52.91576004
93.62411499,161.7370911,57.47262955
88.62796021,172.0054169,61.93651962
85.80782318,181.5912781,65.74854279
83.84818268,188.6670074,68.99705505
206.7583313,129.5,5.224967003
114.8225708,187.9383087,67.93858337
129.8547516,184.8981171,66.13409424
143.1402283,178.6396179,64.10014343
155.9253845,172.8266754,62.09080505
170.4838715,169.2059937,60.25016403
188.6095428,166.6743469,59.30947495
208.3070831,166.3521729,59.69794464
227.5717316,166.7042694,60.36455536
238.2227631,166.801178,58.01299286
238.5437164,164.9988403,52.75598145
221.2691345,163.0893097,41.59521484
